News,Relevance
"In just six days, the Mira Bhayandar Vasai Virar (MBVV) police helped a 25-year-old Indian woman safely return to India from the Democratic Republic of Congo after her mother complained that her son-in-law beat her daughter over domestic issues. The woman had married the India national a year ago and moved to Congo where he works for a company. The police got in touch with the Indian embassy in Congo which acted swiftly and ensured that she returned home safely.",no
‘Suzhal: The Vortex’ review: A terrific star cast makes this layered series all the more effective,no
"Due to financial crisis, employees are preparing for mass retirement from BSNL.  Self-retirement scheme is one of the proposals in the recovery package announced as part of solving the financial crisis.  Employees retire with one month salary arrears.",yes
"Capital, labour, or land? Which of these is the binding constraint is one diagnostic question the new government should be asking itself as it seeks to revive the sputtering Indian growth engine.We ignore public institutions – a manifest binding constraint – because the issues they raise are too complex to be addressed here. With that caveat, we would assert that capital is not the binding development constraint today. Yes, there are multiple challenges. But considerable progress has been made. India is awash with domestic savings even if the government is pre-empting them at the expense of the private sector; there is virtually free access to foreign capital.",yes
"The insurance industry in India has been growing dynamically, with total insurance premiums increasing rapidly, as compared to global counterparts. The insurance penetration (ratio of total premium to GDP (gross domestic product)) and density (ratio of total premium to population) stood at 3.69% and US$ 73, respectively for FY18 (fiscal year 2017-18), which is low in comparison with global levels. These low penetration and density rates reveal the uninsured nature of large sections of population in India, and the presence of an insurance gap.",yes
"The Ministry of Railways’ announcement last month that the eight Indian Railways (IR) civil services will be merged into a single entity, a Group ‘A’ central service called Indian Railways Management Service (IRMS), has drawn criticism and resistance across the IR divisions. Officers have alleged a “lack of clarity” on the IRMS, and raised apprehensions that the merger will reduce “intake” into the railways by half, “restrict promotions” of existing cadres, and change the eligibility criteria for aspirants with engineering background.",yes
"RTI Act has been made by legislation of Parliament of India on 15 June 2005. The Act came into effect on 12 October 2005 and has been implemented ever since to provide information to crores of Indian citizens. All the constitutional authorities come under this Act, making it one of the most powerful laws of the country.",no
Maximum encouragement should be given to small enterprises.  Steps should be taken to ensure the participation of local bodies in tourism development.  Small enterprises that ensure hospitality and cleanliness should be undertaken with a view to benefiting the local population as well.,yes
"Loans worth Rs 1.9 lakh crore have been classified as fraudulent loans.  80 percent of these are owned by public sector banks.  Therefore, even after the implementation of the proposed bad bank scheme, it is to be assumed that the large share of bad loans of public sector banks will continue in them.",yes
"Senior officials from the Railway Board and Indian Railway Catering and Tourism Corporation (IRCTC) told Moneycontrol that average daily railway ticket bookings had risen significantly in March and April, but have been tapering off since.",yes
"Such a disgrace!What locus standi did IGNOU have to print such BS on a subjudice case in SC under CBI probe?No proof,no authority to print,didn’t bother to peruse CBI’s press release—wantonly tutoring students to peddle lies over fact-finding & truth! Business Done Over SSR Death",no
"No respite to the shipping crisis and that’s bad news for Indian SMEs. To contain the spread of the virus, countries and governments started imposing restrictions resulting in heavily reduced economic activity and global trade. Due to its various mutations and variants, the coronavirus has hit countries in different magnitudes, and the ease of restrictions in each nation now differs. The existential shipping crisis is essentially a consequence of unbalanced economic recoveries in different importing and exporting countries.",yes
"Team India's campaign in the 2011 World Cup has often been revisited by fans and former cricketers alike. Under MS Dhoni's captaincy, India lifted the World Cup title for only the second time in their history, and gave a perfect farewell to batting great Sachin Tendulkar, for whom the 2011 edition was the last of his six World Cup appearances. En route to their WC-winning campaign, India had defeated defending champions Australia in the quarter-final; however, one of their most memorable wins came in the next round when they took on arch-rivals Pakistan in Mohali.",no
"Inclement weather and incessant rain caused massive landslides and waterlogging at several locations of the Lumding-Badarpur hill section of the North-East Frontier(NFR)zone of Indian Railways. This resulted in damage to the railway track, bridges, road and communication network in this hilly terrain. The NFR zone had geared up its entire machinery and controlled train services over the affected section due to this serious condition. However, two trains got stranded in these flash floods, each with about 1,400 passengers. One was train number 15616 Silchar-Guwahati Express at the Ditokcherra station and another was train number 15615 Guwahati-Silchar Express at the New Haflong station in Assam's Dima Hasao district. Landslides triggered by incessant rain snapped rail and road links to Barak Valley and Dima Hasao district of Assam and neighbouring states of Tripura, Mizoram and Manipur.",yes
"When The Indian Express visited the popular electronics market on Wednesday, dug up streets, construction waste and malba thrown on the roadside, and foul smelling rainwater were common sights. Market association members said it has been over eight months since construction work started on a skywalk, which has left roads narrower and caused perpetual traffic jams.",yes
"Why is India facing growing conflict over land?. A controversial bill on land acquisition has caused uproar in India, with opponents saying it will hurt the interests of farmers. The bill eases rules for acquiring land for specific projects. The government says it is aimed at kick-starting stalled projects across the country worth billions of dollars. Sanjoy Chakravorty, author of a book on conflicts over land in India, explains the issues.",yes
"How dare the people of Kerala visit the bank branches that are open for Malar?  He also asked what measures are being taken to protect their health and prevent the spread of Kovid.  Those working in the health and sanitation sector of Kerala, traders and porters were selected to conduct the Covid random test.  But the health department is taking the stand of excluding the bank employees who are always open to provide financial services to the people and are in close contact with the customers even from the covid random test by including them in the list of essential services.  This position is taken ignoring the alarming figures of how many families will be affected if one bank employee contracts Covid.",yes
"Global shipping container shortage: the story so far. The global shortage of shipping containers, primarily caused by the Covid-19 pandemic, has led to drastic inflation in shipping and container prices and increased delay times for companies. We ask why shipping is facing this container shortage and investigate the global impact.",yes
"The next time you make a pit stop at the petrol pump, don't take a deep breath. The quality of air in the capital's petrol filling stations has alarmingly been found to be much below prescribed standards. What is worse, it is heavily laden with cancercausing compounds. A study conducted at 40 petrol pumps of Delhi has found that the level of toxic fumes containing pollutants known as volatile organic compounds - benzene, toluene and xylene among them - is several thousand times higher than the permissible limits.",yes
"Rakesh Jhunjhunwala's journey, stock holdings and investment advice. On the basis of information provided to the Indian bourses (June 2022), Rakesh Jhunjhunwala, who recently launched his own airline Akasa Air has 32 company holdings. Just like a witted investment veteran Rakesh Jhunjhunwala placed his eggs in different baskets and spread across his equity portfolio across various sectors. With a comparatively higher ownership of real estate and construction of 13% Jhunjhunwala invested 6% in Finance, 6% in Pharmaceuticals, 6% in Banking, 6% in construction and contracting, 3% in sectors like computers, software, infrastructure, footwear, auto, packaging. ",no
"After facing server shutdown, affecting flight operations for several hours, national carrier Air India has managed to restore its system. The national carrier tweeted that the ""temporary glitch"" was restored at 8:45 am. ""Between 3:30 to 4:30 am today, passenger services system of Air India that is run by SITA was taken for maintenance and after that it remained down till 8:45 am, it has just come back. System restored. During the day we will see consequential delays,"" Air India chairman Ashwani Lohani was quoted as saying by news agency ANI.",yes
"For the upcoming six-team main event Asia cup 2022, India has picked Bhuvneshwar Kumar, Avesh Khan, and Arshdeep Singh as the three fast bowlers. Due to injuries to Jasprit Bumrah and Harshal Patel, many felt that Shami might be included to share the duties of the new ball during the Asia Cup. Shami has picked up 18 wickets in 17 T-20Is for India.",no
"Nna Thaan Case Kodu movie review: In the Kunchacko Boban courtroom drama, victory seems like a defeat. Nna Thaan Case Kodu movie review: The main source of the film's entertainment is how director Ratheesh Balakrishnan Poduval presents the narrative through characters handpicked from real-life.",no
"The District Development Committee has demanded that steps be taken to make the appointment of teachers on halt station basis to improve the quality of education in Idukki Kendriya Vidyalaya. In the resolution presented by Roshi Augustine MLA, it was stated that the situation where the teachers who are appointed in Kendriya Vidyalaya are transferred within one year is seriously affecting the quality of education and the situation without good teachers will make it difficult. ",yes
Delhi High Court to insist on ration card to get benefits under Rashtriya Arogya Nidhi.  The court directed the central government and the Delhi administration to express their stand in this regard. The action was taken on a petition filed by a cancer patient stating that making ration card compulsory to get benefits under the treatment scheme is illegal and unconstitutional.  The woman said in the petition that she was denied treatment benefits at the All India Institute of Medical Sciences because she did not have a ration card. ,yes
"Das says she was fortunate that her parents did not put any complex about her skin colour but she encountered such biases in the film industry.  “Everybody faces that discrimination, everyone who is dark has, especially in this industry. Like if I do the role of a slum dweller, a rural character, a Malayalai or Bengali film, then it is fine. But the minute you do the role of affluent, educated women they would say, you need to lighten your skin,” Das told PTI.",no
"Today I boarded a train(19412)  from Rupnagar and I bought one water bottle  , the price of the bottle is Rs 15, the vendor which is just close to the entrance gate is selling it at Rs 20 no matter what the MRP. #no bill #no mrp, @CPRONCR @RailMinIndia. ",yes
"Four members of a family were found poisoned.  One died.  Three people have been admitted to the hospital.  The deceased was Rajapan, a resident of Olipara, East Olipara.  His wife and two children are in the hospital with poison inside.",no
"Oceans and coastal regions worldwide are coming under increasing environmental pressures. These growing stresses include habitat destruction and biodiversity loss, land-based and marine pollution, overfishing, and the rising impacts of global warming and mounting greenhouse gas emissions. The countries of the Indian Ocean rim are especially vulnerable, particularly to the prospective repercussions of global climate change on coastal zones and marine resources. Significant portions of the Indian Ocean now figure among the most highly impacted ecosystems on Earth and the littoral countries count among the world’s most susceptible to coastal environmental risks, posing substantial governance challenges for policymakers throughout the region.",yes
"With a war chest of around Rs 1.75 trillion (or 90 per cent of the total) for the upcoming 5G auction on Tuesday, Reliance Jio and Bharti Airtel are well positioned to accelerate their share in the market and revenue at the expense of Vodafone Idea (VIL), say most analysts.",no
"The Bengaluru-based publication, Aryavarth Express, carried articles titled “Genocide of Hindus, Sikhs, Buddhists, under Islamic rule needs to be recognised” and “UN should label Aurangzeb as perpetuator of holocaust like Hitler” on its front page, among others.",yes
Actor Jayasuriya says that a case should be filed against the contractor for accidents caused by potholes on the roads.  The actor made the criticism in the presence of Public Works Minister Mohammad Riaz. Jayasurya criticized the argument that rain is a hindrance to road repair work saying that there is no need for people to know.  He also demanded that the contractor should be made responsible when people die after falling into potholes on the roads.,yes
"As the multi-format series against England ended on Sunday with Team India being crowned as the white-ball champions, the Men in Blue are all set to face West Indies in a three-match ODI and a five-match T20I series. Despite having a good outing in England, fans have been majorly disappointed by India's star batter Virat Kohli, who once again failed to showcase his brilliant form. Kohli will not be a part of the upcoming series against West Indies and the fans have expressed that the former skipper should use this time and work on his form by practising at his childhood academy.",no
"“Covid’s blow to the hotel industry and hospitality sector has been devastating,” says Ashwani Bamba, president of the Dharamshala Hoteliers Association. “Ninety per cent of the hotels, homestays and tourism-related businesses such as taxis, transport vehicles, restaurant and bars, tour and travel agents will became bank defaulters. The hotels, resorts and tourist vehicles will turn NPA (non-performing assets). We are just waiting for bankers arrive at our doors and put the properties on auction. The tourism industry will be dead.” Described as an engine of Himachal’s economic growth, tourism contributes 10 per cent of its GDP. On adding related businesses such as taxis, adventure sports, restaurants, bars, spas and hospitality, the share of this sector may not be less than 33 per cent.",yes
"America's tech giants are taking a modern-day crash course in India's ancient caste system, with Apple emerging as an early leader in policies to rid Silicon Valley of a rigid hierarchy that's segregated Indians for generations.  Apple, the world's biggest listed company, updated its general employee conduct policy about two years ago to explicitly prohibit discrimination on the basis of caste, which it added alongside existing categories such as race, religion, gender, age and ancestry.",no
"Shillong, May 18 (PTI) Union Minister S P Singh Baghel on Wednesday called for people’s participation in sensitisation of matters concerning young-age delinquency, noting that 15 out of the 17 inmates of juvenile homes in the state capital are linked with POCSO cases.  The Minister of State for Law and Justice, who was on a two-day visit to the state, also said it is society’s duty to understand what circumstances lead a child to commit a crime.   “There has been cases related to narcotics and Protection of Children from Sexual Offences (POCSO) in the state, and ensuring that the offences are checked is the need of the hour,” he said.  Earlier in the day, the minister visited a juvenile centre here.  “The increasing rate of juvenile crime is setting a trend world over with more involvement of youth in violent crimes. It is a serious issue for the nation which needs to be handled carefully,” he said.  Powered By VDO.AI PlayUnmute Fullscreen Baghel said religious leaders can play a dominant role in bringing about changes in a disturbed child.  “With proper guidance and support, a child can be rehabilitated. The juvenile centres should incorporate more sports activities, yoga, meditation and spiritual sessions,” the Union minister said.   He also urged parents to monitor the actions of their children. PTI JOP RBT RBT  This report is auto-generated from PTI news service. ThePrint holds no responsibility for its content.  Recommended Content by theprint.in  Play Unmute Fullscreen  Kenya’s Deputy President William Ruto wins presidential race 3 including child killed in elephant attack along Assam-Meghalaya border",no
The Airport Authority of India (AAI) Regional Executive Director S Bhaduri said that the matter was immediately brought to the notice of the BSNL authority which set up an alternative arrangement to control flight operations manually.,yes
"Aamir Khan’s official remake of the 1994 Hollywood film ‘Forrest Gump’ opens to empty theatres and disappointing reviews, the audience is enthralled by a rather special ‘critical review’ of ‘Laal Singh Chaddha’ by actor Kamal R Khan (KRK).  On Friday (August 12), the ‘Deshdrohi’ actor uploaded a 13-minute long review of the Aamir Khan starrer on Youtube. At the time of writing, the video has been viewed over 1,39,951 times and has received over 25000 likes.",no
"Judges playing devil's advocate, effect on lower courts - Experts speak on controversy surrounding oral remarks Lawyers and former judges vent their opinions on the practice of judges making oral observations that don't find their way to orders and judgments. The issue of judges making controversial remarks during court hearings and copping abuse for the same on social media has cropped up again, this time in the context of a sensitive and polarising issue.",no
"Experts of the Committee on the Elimination of Racial Discrimination Commend the United States of America on the COVID-19 Hate Crimes Act, Ask About Absence of a National Human Rights Institute and Measures to Address Gun Violence",no
"There is “growing religious fanaticism” in the country in the guise of “Constitution and religious freedom” and “elaborate plans by a particular community to enter the government machinery”, the RSS has said in its 2022 annual report released on Saturday. It has called for “all-out efforts with organized strength” to “defeat this menace”.",no
" Aligarh Muslim University (AMU) students attended the live screening of the National Youth and Students Interaction Programme in which Dr Virendra Kumar, the Union Minister of Social Justice and Empowerment advocated for a sustained campaign to end the menace of drug abuse in his communication with students of 75 educational institutions.",no
"'Biased interpretation…': Air India slams viral video of woman having panic attack because she was denied boarding. Air India said passenger safety and comfort were its priorities but, as a 'responsible airline, we have to adhere to strictures laid down by the regulatory authorities'. The airline insisted they could not have delayed the flight any further as all other passengers had boarded.",yes
"The causes of road accidents are several and often, it is the result of an interplay of various factors like human error, road environment and vehicular condition. From untrained drivers, poor road design to the lack of traffic signage and inadequate road literacy, a number of reasons are cited for the unending accidents. The increase in the number of vehicles, poor quality helmets, and scant regard for traffic rules also find a place in the top of the list of the causes of rising accidents.",yes
"The Center issued a letter to the Telangana government on August 12, 2022 citing issues in the implementation of the Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS).  The government has appointed a central team of the Ministry of Rural Development to visit the state from June 9 to 12, 2022 to monitor the employment guarantee scheme in Telangana.  The team found several problems.  Details of this have been included in the letter issued by the Centre.",yes
"On July 25, Trinamool Congress National Spokesperson Saket Gokhale published a misleading tweet thread claiming that the Central Government does not consult the President on matters related to the armed forces. In his tweet, he shared an RTI and its reply sent by the President of India’s office and claimed that “the President is not consulted by the Central Government on matters related to the armed forces”. He further claimed it was an insult to the President of India.",no
"Senior BJP leader Mukhtar Abbas Naqvi on Tuesday said that ""population explosion"" is not the problem of a specific religion but an issue plaguing the entire country. He further said that people from all walks of life must work together to find a solution.   Addressing reporters, the former minority affairs minister said no country can ignore or afford the problem of a ""population explosion"". Effective measures taken by most of the countries to control population have yielded positive results, he noted, adding that the people of these countries have supported their respective governments and administrations in efforts to control the increasing population.",no
"Mark Dabus, a native of Wolverhampton, UK, spent more than one crore rupees on his happiness.  He spent so much on his travels.  Not to enjoy natural beauty, visit historical monuments or travel around foreign countries.  Instead, he spent so much money to see the tombs.",no
"There has also been a noticeable growth in spinal injuries among people who ride two wheelers while other spinal problems have increased among drivers irrespective of the vehicle.  “Spinal chord holds the back and the neck. Continuous jolts while travelling can lead to back issues and even slip discs,” Ritu Bahl, a doctor in West Delhi, told MIG.  In a way, better management of roads construction and maintenance is a global problem, from governance to health issues. The optimistic way to look at it is that once the situation betters, a lot of issues will be if not solved at least addressed.",yes
"The sector faces questions around its very survival and many believe this crisis is a greater threat than the earlier ones such as 9/11 and the financial meltdown of 2008-09, the KPMG pointed out in a report “Potential impact of COVID-19 on the Indian economy.’’ The hotel, aviation and travel sector together may incur a loss of about 85 billion as per the IATO estimates due to travel restrictions and large scale cancellations. The impact is likely to be felt on both white and blue collar jobs. Outbound and inbound travels will be at an all time low, says the report.",yes
"Amidst the heat and dust of the ongoing electioneering of the state Assembly elections, a critical rail reform plan was pushed through this month. A Union government notification merged the eight existing Class-A services into the single Indian Railways Management Service (IRMS). With the IRMS coming in place, a decisive step towards dismantling the superstructure of the rail bureaucracy has been initiated. Engineering Service officers will no longer retain their preponderance and elevated status in the bureaucratic hierarchy. As an outcome, specialised tasks such as track building or locomotive manufacture and upkeep are likely to get outsourced in coming years. In short, the old template for conducting rail business has been discarded, while there is uncertainty about what the future holds. The situation - understandably so - has caused serious heartburn and apprehensions in the minds of the existing Class-A category of rail officers - estimated cadre strength of 4500 personnel. ",yes
"Air India said passenger safety and comfort were its priorities but, as a 'responsible airline, we have to adhere to strictures laid down by the regulatory authorities'. The airline insisted they could not have delayed the flight any further as all other passengers had boarded.",yes
"August 16, 1946 was a black day in the history of Kolkata.  The day when religious fundamentalists launched attacks across India in the name of Direct Action Day, called by the founder of Pakistan, Muhammad Ali Jinnah.",no
"The Supreme Court on Monday lashed out at farmers’ organisations for continuing with the protests against the Centre’s agricultural laws, saying when the agitation snowballed into violence as in Uttar Pradesh’s Lakhimpur Kheri , where eight people were killed, “nobody takes responsibility”. “When such incidents happen, causing deaths, loss to property and damage, nobody takes responsibility,” Justice A.M. Khanwilkar observed.",no
"The authorities do not say how many teachers there are now.  This school has been running for 22 years.  NTPC spends around Rs 2.5 crore annually for school management.  NTPC says the reason for canceling the school is because the temperature is not working.  As per the current decision, the school will be closed on March 31, 2022.  To prevent that from happening, the struggle is continuing under the leadership of the people's representatives.",yes
"an attempt to incorporate the doctrine of universalisation of social security, the gig workers are brought into the ambit of the labour laws for the first time, with the provision of some welfare measures under the Code on Social Security, 2020. The three other codes are silent on the policies towards gig workers. While the codes are yet to be implemented, there are many questions pertaining to the clarity of the codes and how to implement them effectively to meet the intended objectives.",yes
"The need for an enhanced role of the state in the health sector has never been felt as deeply as during the last two years of the pandemic. Amid rising COVID-19 cases, inadequate infrastructure in public hospitals, and little regulation from the government, private hospitals charged exorbitant fees. Given the scale of this problem, it was anticipated that the government would take cognizance of the lack of infrastructure in public healthcare, and measures to correct the same would be reflected in this year’s budget. The budget, however, reflects different priorities.",yes
"Amid all the crises in the world, the demand for domestic workers is increasing.  But these people who work for long hours even during the Covid period, do not even come within the scope of labor laws in many countries.  The problems and dilemmas faced by domestic workers are described here.",yes
"These days, even the rare snippet of good news on the economic front ends up getting tempered with caveats rather swiftly. Preliminary data for October saw Indian goods exports grow by 42% compared to the same period a year ago. For this financial year, India’s goods exports have jumped 54% over the same period last year. Global trade is booming, as countries, consumers and industries begin a slow return to normalcy. Even assuming 2020 to be an anomaly due to the covid-induced lockdowns, India’s jump in exports still remains impressive when compared to similar periods in 2019. The flip side, though, is a historic jump in the cost of shipping goods from India to destinations abroad. According to data compiled by the website Indian Transport and Logistics News, the cost of shipping a ‘container’ from Kochi to Europe’s Rotterdam port has increased by 873% between March 2020 and August 2021. A container is a metal box, either 20 feet or 40 feet long, and is the standard way to ship goods across the globe.",yes
"A scheme to help tourist taxi drivers and private bus owners who suffered losses during the lockdown without incurring any financial loss to the state;  Reduce road tax.  Also, the project suggests that restructuring the tax structure for new vehicles can help the auto market and new vehicle buyers.The one-time road tax on new vehicles is now valid for 15 years.  Make it every year.  And lower the rate.  But in 15 years, the tax will be two to four times what it is now.  Taxpayers will also have the facility of not having to pay a large amount together.  It will give a new impetus to the automobile market.",yes
"Goa Opposition and government spar over ‘illegal’ bungalow near heritage precinct. The bungalow—a part of it formerly owned by Manish Munot, husband of BJP spokesperson Shaina N C—was a rallying point during the campaign for the Assembly polls in February. Opposition MLAs sought to put Goa’s BJP government in the dock in the Assembly on Thursday over the construction of a bungalow in close proximity to heritage monuments in Old Goa. It has been at the centre of citizen-led protests for over 200 days.",no
"“The Indian Ocean is warming at a higher rate than the other oceans around the world,” revealed Swapna Panickal, a meteorological scientist at the Indian Institute of Tropical Meteorology, based on the recently released Intergovernmental Panel on Climate Change (IPCC) report. The IPCC shed light on the potential disasters that the world and the Indian Ocean region might have to face in the coming decades. This is just the tip of the iceberg when it comes to the issues concerning the Indo-Pacific. But the threat of an existential crisis due to natural disasters for a number of island states in the region requires a joint plan of action to tackle the current situation.",yes
"The printing industry in India supports more than hundred life-dependent activities and sustains information-flow, news industry, entertainment, education, advertising and packaging. Print plays a huge role in everyday life – so much so that it is frequently overlooked. Our sector supplies the packaging for goods at the supermarket, the books, newspapers and the magazines we read. Also, there are the eCommerce boxes, which ensure a 24/7 supply of food, clothing, gadgets and much more.",yes
"The airport at Pune is a national shame. It is emblematic of all that is wrong with the government and its apathy towards citizen convenience and respect for cities that give back so much to Brand India. What is worse, is everyone knows what the problem is and hopefully solutions are also in sight, but no one, in the past many years, has done anything about it. The apologists blame the defence services as this is a defence airport and the citizens keep clamouring for a better airport. In this day and age, to ask for a decent airport, which doesn’t smell like a public urinal, is not too much. It is equally clear that in its present avatar, you will have to raze the airport to the ground if you want anything even half decent to replace it. Speak to any citizen in Pune about their airport and they oscillate between anger and despair. Such is the state of our country that even citizens’ despair doesn’t egg people to change the way things are.",yes
"Ariyippu (2022) Film Review from the 75th Annual Locarno Film Festival, a movie written and directed by Mahesh Narayanan and starring Kunchacko Boban, Divya Prabha, Faisal Malik, Sidharth Bhardwaj, Loveleen Mishra and Kannan Arunachalam. From India comes the intriguing workplace drama, Ariyippu (Declaration). Filmmaker Mahesh Narayanan has crafted a superbly layered film about a couple who must struggle to overcome the obstacles they find happening in their workplace. This picture is anchored by two fine lead performances by Kunchacko Boban and Divya Prabha as both the stars keep the movie feeling authentic and of great urgency to today’s audiences.",no
"A senior Delhi Police official said road literacy is one thing that is lacking among drivers. ""They think it is for the other drivers to follow rules and not for them. They put the responsibility on others, not on themselves,"" he said. Over-speeding caused 59.6% of the total accidents last year, while 25.7% of accidents took place due to dangerous driving, including jumping traffic signals, the NCRB report said.",yes
"Dealer associations in states including Rajasthan, Madhya Pradesh, Gujarat and Tamil Nadu have reported a shortage, as many private fuel pumps have either shut or reduced sales. The government says users switching from them to state-run retailers has boosted demand, causing a temporary logistics issue. The oil ministry has also attributed the surge to a 50% year-on-year growth in demand in June. The same period, last year, had seen very low demand due to covid-19. Pumps, however, say the main reason for the crisis is a shortfall in supply. Separately, farm demand for diesel is up as sowing starts.",yes
"On Tuesday, deputy chief minister Manish Sisodia handed over the first caste certificate issued on a mother’s credentials. This was the first time that the son of a single mother belonging to the Scheduled Caste received a caste certificate based on his mother’s caste certificate in Delhi after an eight year struggle, Sisodia said.",no
"More than 100,000 digital life certificates (DLCs) have been generated using an Aadhaar-based facial recognition system, the National Informatics Centre (NIC) said. The document is necessary for retirees to draw pensions.  According to the NIC’s reply to a Right To Information (RTI) application filed by Moneycontrol, 102,576 DLCs have been generated using the system.",no
"The process of notifying the draft Master Plan for Delhi (MPD) - 2041 will take more time as the draft is yet to be approved by the Authority, with a scheduled meeting on the issue likely to take place only after a month, said multiple sources at the Delhi Development Authority (DDA).",yes
"Stereotyping of women and attributing roles to men and women based on their gender has to change for ushering in women empowerment and preventing discrimination against women, Supreme Court judge Justice Indira Banerjee said on Saturday. ""To prevent discrimination and violence at home against women we have a law in place. But from the inception, we have to sensitize the parents to welcome the girl child, educate the girl child. If there are women is positions of power, a lot of these issues will go away. The stereotyping of women, the roles attributed to men and women - that mindset has to change. Laws can only go so far,""",no
Sanju Samson's ‘Chal Bapu ab gilli pe aaja’ advice for Axar Patel nearly gives India wicket in 3rd ODI vs West Indies. While Mohammed Siraj's double-wicket over after Deepak Hooda's maiden to start off was certainly the highlight as far as cricketing skills are concerned but perhaps the third over bowled by Axar Patel was the most entertaining one purely because of Sanju Samson's chatter behind the stumps.,no
"These people, who are most essential and work long hours even during the Covid period, do not even come under the scope of labor laws in many countries.  According to the World Labor Organization, 3/5 of domestic workers worldwide have no labor law protection.  The ILO states that when the eight-hour working day becomes a global law, this benefit is not available to over 70 percent of domestic workers.  While working like this, the salary they get is less than the salary they get for other jobs.",yes
These people commit saying that within a month 4G service will be provided. They get the money from the customers in order to issue an 'Upgraded 4G' Sim which does the same old job. It's been more than 6 months and still nothing has been done and the internet has been slower than earlier. Ridiculous service from BSNL,yes
"In order to equip officials in police and judiciary among others to tackle human trafficking, the Ministry of Home Affairs (MHA) has asked States and High Courts to organise conferences to sensitise them on the issue and offered a financial assistance of Rs 2 lakh each for such initiatives.",no
"Indians in the US are facing a two-fold caste problem: Discrimination is rampant, yet people don’t entirely understand it.  Two years ago, Apple updated its employee conduct policy to explicitly prohibit such partiality, Reuters reported yesterday (Aug. 15). The category was added alongside race, religion, gender, age, and ancestry.  This was done shortly after Cisco Systems was sued in June 2020: an engineer who belonged to a so-called lower caste accused two of his bosses—both claiming a “higher caste”—of stunting his career. While such discrimination is not strictly illegal in California, this case was a wake-up call. Tech giants can no longer get away with ignoring the problem.",no
"The Prime Minister’s Office did not have any information on requests PM Narendra Modi has received ahead of the government’s decision to rename the Rajiv Gandhi Khel Ratna Award after legendary hockey player Major Dhyan Chand, revealed an RTI reply.",no
"It's fiber internet service provider is very worst and unprofessional , they're only taking money not giving services.Every 2 or 3 days has been disconnect internet, after complaint not resolved problem .Its officers are corrupt ,unskilled, uneducated,they are don't know that Bharat fiber is Bsnl FTTH,they are agenda to fooling to customers,they are unable to give resolution, so i suggest to you don't take connection of Bsnl FTTH i.e. fiber internet.Their vendors harassing customers .If you're educated then they jealous to you.So be aware. Thanks.",yes
"South Asia Network on Dams, Rivers and People (SANDRP) organization has yet again raised an issue regarding the Delhi Development Authority (DDA) allowing the dumping of rock boulders in the Yamuna River floodplain near CWG village, despite the National Green Tribunal (NGT) order prohibiting any permanent construction at the site.",yes
"Nearly two years after the outbreak of the COVID-19 pandemic in India, Indian Railways has still not completely recovered in its passenger operations, as average daily railway ticket sales in May have been lower compared with the same period in 2019.",yes
"Investors should be assured that no matter how much they invest, they will get it back.  At the liquidation stage, the requirement to return only this money should also be avoided.  As liquidation is a process that takes years, investors are unlikely to get their money back anytime soon.  At present, the Deposit Guarantee Scheme is being implemented through a government order.  Instead, the government should prepare a law to ensure that the entire investment in cooperative banks is recovered.  The opposition leader responded to the media in Thiruvananthapuram that even if an ordinance is passed for this purpose, the opposition will support it.",yes
"The woman, a Bhayandar resident, had an arranged marriage with the India national. Her husband got a job in Congo and the couple moved to the central African country 45 days back. The woman, a homemaker, called her mother on reaching Congo saying they had a safe journey. It is alleged that after reaching there, the man took away his wife’s phone and switched off his own phone as well. He allegedly started assaulting her and did not allow her to leave home. The woman’s face had swelled up and she bled from the leg because of the beating.",no
"As the number of tourists increases, quality accommodation needs to increase.  But it is not enough to increase the number of hotel rooms.  It will try to create new tourism products according to the changing taste.  Realizing that the homestay system is becoming more popular with tourists rather than the demand of resorts, efforts are being made to create facilities accordingly.",yes
"Indian Railways Luggage Policy: Indian Railways passengers who are worrying about the luggage policy, here’s some news for you. Over the last few days, some social media platforms and digital news channels published that the policy of carry-on baggage has been changed by Indian Railways. In this regard, the Ministry of Railways has issued a clarification. According to the Railway Ministry, so far, no circular or order has been issued by the national transporter in this regard. The current policy is very old and is in effect for more than 10 years now, the Railway Ministry said on its Twitter handle. However, Indian Railways has recently changed the limit of ticket booking.",yes
"Recent events confirm the general perception that the banking sector is anti-labour.  A Canarabank Thokilangadi branch assistant manager committed suicide at his dream job and the legal battle of Priyamvada, a law officer in Canara Bank who was dismissed for discovering management corruption, are just a few examples.  But they cannot complain to anyone because they are appointed and have a respectable job in the society",yes
"Tuniram Madri received a goat as a prize in the competition.  He invited his friend Boyla Hemaram to come with him to the slaughterhouse to slaughter this goat.  However, Hemeram had a grudge against Tuniram when he asked for a loan of five hundred rupees earlier.  So Hemaram took a firm stand that he would not come along.  The police said that Tuniram, who lost control, attacked his friend Hemeram and beheaded him.",no
"In the din over the armed forces’ Agnipath recruitment scheme, it is worth stepping back to study a fairly similar pattern that the Indian Railways (IR) has followed for its apprentice programme. The problems are similar — trained apprentices demand a full-time job, but IR is willing to offer, at the most, concessions in the admission test. As the job market shrinks, the level of stridency is rising here, too.",yes
